wbsendit__Activity__c,ACTIVITY_DATE,ACTIVITY_REPORT,BOUNCE_REASON,Name,wbsendit__Campaign_ID__c,CITY,COMPOUND_KEY,wbsendit__Contact__c,COUNTRY_CODE,COUNTRY_NAME,CREATED_BY,EMAIL_ADDRESS,IP_ADDRESS,LAST_MODIFIED_BY,LEAD,LOCATION,OWNER,REGION,URL_CLICKED
Opened,2020-03-15T06:28:30.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100136&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 362,CM100136,Chicago,CM100136 user362@example.org 2025-04-17 14:05:19.397,A0362,US,United States,,user362@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/362
Bounced,2020-01-25T20:41:20.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100139&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 394,CM100139,,CM100139 user394@example.org 2025-04-17 14:05:19.397,A0394,US,United States,,user394@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/394
Clicked,2020-02-13T03:02:41.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100142&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 426,CM100142,New York,CM100142 user426@example.org 2025-04-17 14:05:19.397,A0426,US,United States,,user426@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/426
Clicked,2020-03-23T06:36:09.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100144&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 442,CM100144,New York,CM100144 user442@example.org 2025-04-17 14:05:19.397,A0442,US,United States,,user442@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/442
Unsubscribed,2020-01-17T01:08:13.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100145&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 458,CM100145,Chicago,CM100145 user458@example.org 2025-04-17 14:05:19.397,A0458,US,United States,,user458@example.org,,,,,,New York,http://mfbhope24.givesmart.com/458
Clicked,2020-01-04T12:56:59.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100147&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 474,CM100147,,CM100147 user474@example.org 2025-04-17 14:05:19.397,A0474,US,United States,,user474@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/474
,2020-04-20T08:26:42.000Z,,,Campaign 506,CM100150,Houston,CM100150 user506@example.org 2025-04-17 14:05:19.397,A0506,US,United States,,user506@example.org,,,,,,California,http://mfbhope24.givesmart.com/506
Unsubscribed,2020-01-06T21:41:18.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100152&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 522,CM100152,Phoenix,CM100152 user522@example.org 2025-04-17 14:05:19.397,A0522,US,United States,,user522@example.org,,,,,,,http://mfbhope24.givesmart.com/522
,2020-01-10T13:12:25.000Z,,,Campaign 586,CM100158,,CM100158 user586@example.org 2025-04-17 14:05:19.397,A0586,US,United States,,user586@example.org,,,,,,,http://mfbhope24.givesmart.com/586
Clicked,2020-03-06T13:13:45.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100161&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 618,CM100161,Phoenix,CM100161 user618@example.org 2025-04-17 14:05:19.397,A0618,US,United States,,user618@example.org,,,,,,New York,http://mfbhope24.givesmart.com/618
Unsubscribed,2020-03-10T14:23:45.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100163&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 634,CM100163,Houston,CM100163 user634@example.org 2025-04-17 14:05:19.397,A0634,US,United States,,user634@example.org,,,,,,New York,http://mfbhope24.givesmart.com/634
Clicked,2020-01-31T05:18:43.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100165&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 650,CM100165,Phoenix,CM100165 user650@example.org 2025-04-17 14:05:19.397,A0650,US,United States,,user650@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/650
Opened,2020-04-11T22:05:58.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100168&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 682,CM100168,New York,CM100168 user682@example.org 2025-04-17 14:05:19.397,A0682,US,United States,,user682@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/682
Opened,2020-02-28T23:12:51.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100171&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 714,CM100171,Los Angeles,CM100171 user714@example.org 2025-04-17 14:05:19.397,A0714,US,United States,,user714@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/714
,2020-03-02T07:33:24.000Z,,,Campaign 730,CM100173,,CM100173 user730@example.org 2025-04-17 14:05:19.397,A0730,US,United States,,user730@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/730
Bounced,2020-03-09T17:17:34.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100174&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 746,CM100174,Phoenix,CM100174 user746@example.org 2025-04-17 14:05:19.397,A0746,US,United States,,user746@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/746
Opened,2020-03-26T05:46:15.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100182&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 826,CM100182,Los Angeles,CM100182 user826@example.org 2025-04-17 14:05:19.397,A0826,US,United States,,user826@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/826
Unsubscribed,2020-03-25T05:29:08.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100184&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 842,CM100184,Houston,CM100184 user842@example.org 2025-04-17 14:05:19.397,A0842,US,United States,,user842@example.org,,,,,,New York,http://mfbhope24.givesmart.com/842
Unsubscribed,2020-04-17T22:45:58.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100187&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 874,CM100187,Los Angeles,CM100187 user874@example.org 2025-04-17 14:05:19.397,A0874,US,United States,,user874@example.org,,,,,,,http://mfbhope24.givesmart.com/874
Opened,2020-02-15T00:21:31.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100189&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 890,CM100189,Los Angeles,CM100189 user890@example.org 2025-04-17 14:05:19.397,A0890,US,United States,,user890@example.org,,,,,,,http://mfbhope24.givesmart.com/890
Bounced,2020-03-04T11:12:01.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100197&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 970,CM100197,Phoenix,CM100197 user970@example.org 2025-04-17 14:05:19.397,A0970,US,United States,,user970@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/970
,2020-01-24T15:43:04.000Z,,,Campaign 25,CM100125,Houston,CM100125 user25@example.org 2025-04-17 14:05:19.397,A0025,US,United States,,user25@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/25
Bounced,2020-03-26T08:33:19.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100141&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 41,CM100141,Phoenix,CM100141 user41@example.org 2025-04-17 14:05:19.397,A0041,US,United States,,user41@example.org,,,,,,,http://mfbhope24.givesmart.com/41
Opened,2020-03-08T17:01:55.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100111&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 117,CM100111,New York,CM100111 user117@example.org 2025-04-17 14:05:19.397,A0117,US,United States,,user117@example.org,,,,,,New York,http://mfbhope24.givesmart.com/117
Unsubscribed,2020-04-19T02:47:59.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100116&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 165,CM100116,Houston,CM100116 user165@example.org 2025-04-17 14:05:19.397,A0165,US,United States,,user165@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/165
Bounced,2020-03-19T04:41:32.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100118&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 181,CM100118,,CM100118 user181@example.org 2025-04-17 14:05:19.397,A0181,US,United States,,user181@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/181
Opened,2020-02-26T05:18:46.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100124&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 245,CM100124,New York,CM100124 user245@example.org 2025-04-17 14:05:19.397,A0245,US,United States,,user245@example.org,,,,,,New York,http://mfbhope24.givesmart.com/245
,2020-01-13T09:18:14.000Z,,,Campaign 261,CM100126,Houston,CM100126 user261@example.org 2025-04-17 14:05:19.397,A0261,US,United States,,user261@example.org,,,,,,,http://mfbhope24.givesmart.com/261
,2020-03-26T19:57:14.000Z,,,Campaign 293,CM100129,New York,CM100129 user293@example.org 2025-04-17 14:05:19.397,A0293,US,United States,,user293@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/293
Bounced,2020-02-23T03:10:41.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100138&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 389,CM100138,,CM100138 user389@example.org 2025-04-17 14:05:19.397,A0389,US,United States,,user389@example.org,,,,,,New York,http://mfbhope24.givesmart.com/389
Clicked,2020-02-28T04:41:33.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100140&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 405,CM100140,Houston,CM100140 user405@example.org 2025-04-17 14:05:19.397,A0405,US,United States,,user405@example.org,,,,,,,http://mfbhope24.givesmart.com/405
,2020-01-13T13:41:37.000Z,,,Campaign 421,CM100142,Phoenix,CM100142 user421@example.org 2025-04-17 14:05:19.397,A0421,US,United States,,user421@example.org,,,,,,,http://mfbhope24.givesmart.com/421
Unsubscribed,2020-02-21T18:49:51.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100145&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 453,CM100145,New York,CM100145 user453@example.org 2025-04-17 14:05:19.397,A0453,US,United States,,user453@example.org,,,,,,New York,http://mfbhope24.givesmart.com/453
Opened,2020-02-28T22:13:11.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100146&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 469,CM100146,New York,CM100146 user469@example.org 2025-04-17 14:05:19.397,A0469,US,United States,,user469@example.org,,,,,,New York,http://mfbhope24.givesmart.com/469
,2020-03-08T10:51:33.000Z,,,Campaign 517,CM100151,,CM100151 user517@example.org 2025-04-17 14:05:19.397,A0517,US,United States,,user517@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/517
Opened,2020-02-07T19:21:15.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100154&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 549,CM100154,Chicago,CM100154 user549@example.org 2025-04-17 14:05:19.397,A0549,US,United States,,user549@example.org,,,,,,,http://mfbhope24.givesmart.com/549
Opened,2020-04-06T20:41:59.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100162&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 629,CM100162,Houston,CM100162 user629@example.org 2025-04-17 14:05:19.397,A0629,US,United States,,user629@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/629
Unsubscribed,2020-03-17T21:49:38.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100166&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 661,CM100166,New York,CM100166 user661@example.org 2025-04-17 14:05:19.397,A0661,US,United States,,user661@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/661
Unsubscribed,2020-01-20T22:21:36.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100172&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 725,CM100172,Phoenix,CM100172 user725@example.org 2025-04-17 14:05:19.397,A0725,US,United States,,user725@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/725
,2020-02-03T11:28:51.000Z,,,Campaign 741,CM100174,Phoenix,CM100174 user741@example.org 2025-04-17 14:05:19.397,A0741,US,United States,,user741@example.org,,,,,,New York,http://mfbhope24.givesmart.com/741
Opened,2020-03-16T18:57:06.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100178&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 789,CM100178,New York,CM100178 user789@example.org 2025-04-17 14:05:19.397,A0789,US,United States,,user789@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/789
Opened,2020-02-13T16:49:58.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100186&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 869,CM100186,New York,CM100186 user869@example.org 2025-04-17 14:05:19.397,A0869,US,United States,,user869@example.org,,,,,,New York,http://mfbhope24.givesmart.com/869
Unsubscribed,2020-04-16T07:19:34.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100191&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 917,CM100191,Phoenix,CM100191 user917@example.org 2025-04-17 14:05:19.397,A0917,US,United States,,user917@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/917
Unsubscribed,2020-01-14T04:36:32.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100189&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 89,CM100189,Phoenix,CM100189 user89@example.org 2025-04-17 14:05:19.397,A0089,US,United States,,user89@example.org,,,,,,California,http://mfbhope24.givesmart.com/89
Unsubscribed,2020-04-20T17:05:36.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100110&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 105,CM100110,Phoenix,CM100110 user105@example.org 2025-04-17 14:05:19.397,A0105,US,United States,,user105@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/105
Unsubscribed,2020-03-30T12:15:08.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100179&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 794,CM100179,Chicago,CM100179 user794@example.org 2025-04-17 14:05:19.397,A0794,US,United States,,user794@example.org,,,,,,New York,http://mfbhope24.givesmart.com/794
Unsubscribed,2020-02-22T04:30:57.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100116&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 169,CM100116,Los Angeles,CM100116 user169@example.org 2025-04-17 14:05:19.397,A0169,US,United States,,user169@example.org,,,,,,New York,http://mfbhope24.givesmart.com/169
Unsubscribed,2020-02-19T10:43:35.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100120&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 201,CM100120,Los Angeles,CM100120 user201@example.org 2025-04-17 14:05:19.397,A0201,US,United States,,user201@example.org,,,,,,,http://mfbhope24.givesmart.com/201
,2020-02-29T20:03:06.000Z,,,Campaign 313,CM100131,New York,CM100131 user313@example.org 2025-04-17 14:05:19.397,A0313,US,United States,,user313@example.org,,,,,,New York,http://mfbhope24.givesmart.com/313
Clicked,2020-02-16T07:25:28.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100132&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 329,CM100132,,CM100132 user329@example.org 2025-04-17 14:05:19.397,A0329,US,United States,,user329@example.org,,,,,,New York,http://mfbhope24.givesmart.com/329
,2020-04-05T21:48:44.000Z,,,Campaign 361,CM100136,New York,CM100136 user361@example.org 2025-04-17 14:05:19.397,A0361,US,United States,,user361@example.org,,,,,,,http://mfbhope24.givesmart.com/361
Opened,2020-01-11T04:51:00.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100137&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 377,CM100137,Phoenix,CM100137 user377@example.org 2025-04-17 14:05:19.397,A0377,US,United States,,user377@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/377
Unsubscribed,2020-01-24T07:41:49.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100140&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 409,CM100140,New York,CM100140 user409@example.org 2025-04-17 14:05:19.397,A0409,US,United States,,user409@example.org,,,,,,New York,http://mfbhope24.givesmart.com/409
Bounced,2020-01-12T10:54:56.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100145&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 457,CM100145,Chicago,CM100145 user457@example.org 2025-04-17 14:05:19.397,A0457,US,United States,,user457@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/457
Unsubscribed,2020-03-24T09:59:29.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100147&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 473,CM100147,Houston,CM100147 user473@example.org 2025-04-17 14:05:19.397,A0473,US,United States,,user473@example.org,,,,,,,http://mfbhope24.givesmart.com/473
Unsubscribed,2020-03-02T10:23:54.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100155&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 553,CM100155,Chicago,CM100155 user553@example.org 2025-04-17 14:05:19.397,A0553,US,United States,,user553@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/553
Clicked,2020-03-02T20:02:34.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100156&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 569,CM100156,Chicago,CM100156 user569@example.org 2025-04-17 14:05:19.397,A0569,US,United States,,user569@example.org,,,,,,New York,http://mfbhope24.givesmart.com/569
,2020-03-03T13:23:34.000Z,,,Campaign 633,CM100163,Phoenix,CM100163 user633@example.org 2025-04-17 14:05:19.397,A0633,US,United States,,user633@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/633
Opened,2020-01-25T15:05:56.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100164&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 649,CM100164,Phoenix,CM100164 user649@example.org 2025-04-17 14:05:19.397,A0649,US,United States,,user649@example.org,,,,,,New York,http://mfbhope24.givesmart.com/649
,2020-03-18T02:13:56.000Z,,,Campaign 761,CM100176,Houston,CM100176 user761@example.org 2025-04-17 14:05:19.397,A0761,US,United States,,user761@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/761
Clicked,2020-04-16T17:21:50.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100179&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 793,CM100179,Chicago,CM100179 user793@example.org 2025-04-17 14:05:19.397,A0793,US,United States,,user793@example.org,,,,,,,http://mfbhope24.givesmart.com/793
,2020-03-05T10:34:53.000Z,,,Campaign 841,CM100184,New York,CM100184 user841@example.org 2025-04-17 14:05:19.397,A0841,US,United States,,user841@example.org,,,,,,,http://mfbhope24.givesmart.com/841
Opened,2020-01-16T07:41:37.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100194&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 949,CM100194,New York,CM100194 user949@example.org 2025-04-17 14:05:19.397,A0949,US,United States,,user949@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/949
,2020-03-05T02:41:55.000Z,,,Campaign 18,CM100118,Los Angeles,CM100118 user18@example.org 2025-04-17 14:05:19.397,A0018,US,United States,,user18@example.org,,,,,,New York,http://mfbhope24.givesmart.com/18
Clicked,2020-04-10T00:10:51.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100134&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 34,CM100134,Los Angeles,CM100134 user34@example.org 2025-04-17 14:05:19.397,A0034,US,United States,,user34@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/34
Opened,2020-02-25T08:17:45.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100150&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 50,CM100150,Chicago,CM100150 user50@example.org 2025-04-17 14:05:19.397,A0050,US,United States,,user50@example.org,,,,,,,http://mfbhope24.givesmart.com/50
